company,page,k,rmse
Barclays,10,27,3.5890711995055145
Barclays,10,29,0.7994871431920959
Barclays,10,31,0.8196003104811902
Barclays,10,33,0.7681748210663302
Barclays,10,35,1.1172560658089392
Barclays,10,37,0.8621496045438239
Barclays,10,39,0.9503424074142115
Barclays,10,41,0.7517664867748064
Barclays,10,43,1.2928257484937997
Barclays,10,45,1.775006764321053
Barclays,10,47,2.5029628343018397
Barclays,10,49,0.8599984924965938
Barclays,10,51,0.7507117451681958
Barclays,10,53,0.8314266488498492
Barclays,10,55,1.3237448247452586
Barclays,10,57,0.7250191620926941
Barclays,10,59,0.7242937535833252
Barclays,10,61,0.7250068934563911
Barclays,10,63,0.753590389998212
Barclays,10,65,0.7535213755612352
Barclays,10,67,0.7567610855039478
Barclays,10,69,0.7483733235741352
Barclays,10,71,0.7637738659925662
Barclays,10,73,1.3395174860797436
Barclays,10,75,0.7359973311538757
Barclays,10,77,0.7031343151155555
Barclays,10,79,0.7446104694475442
Barclays,10,81,0.7712093518381512
Barclays,10,83,0.7219116772888889
Barclays,10,85,0.7370382588164627
Barclays,10,87,0.7367056035076643
Barclays,10,89,0.8113952964577752
Barclays,10,91,0.7489664166126446
Barclays,10,93,0.7253786827529344
Barclays,10,95,0.7184329803894888
Barclays,10,97,0.698512669030901
Barclays,10,99,0.6867635438092267
Barclays,10,101,0.6863998494143676
Barclays,10,103,0.7221298063993017
Barclays,10,105,0.895748577064824
Barclays,10,107,30.17411536092853
Barclays,10,109,0.7074765183479992
Barclays,10,111,0.7256286950924029
Barclays,10,113,0.6890862143435469
Barclays,10,115,0.6876972712209808
Barclays,10,117,0.7921660949125297
Barclays,10,120,0.7282710450907246
Barclays,11,1,0.7561906254617056
Barclays,11,3,0.8112530124615742
Barclays,11,5,0.8830398281457617
Barclays,11,7,2.4466639826762635
Barclays,11,9,2.4662762627611645
Barclays,11,11,1.1252625375020846
Barclays,11,13,0.9416778221583163
Barclays,11,15,0.9405507246175605
Barclays,11,17,1.4574981999804733
Barclays,11,19,3.4242947240689503
Barclays,11,21,0.8180515710166107
Barclays,11,23,0.8410256199047925
Barclays,11,25,92.91174947020777
Barclays,11,27,0.8514074689004332
Barclays,11,29,2.488805509830612
Barclays,11,31,1.024303299121292
Barclays,11,33,0.995620286406945
Barclays,11,35,0.8667603195382099
Barclays,11,37,1.148702126285983
Barclays,11,39,0.890820015162752
Barclays,11,41,0.9513531603428045
Barclays,11,43,0.8392637208812914
Barclays,11,45,0.9234765618791894
Barclays,11,47,4.676020004794296
Barclays,11,49,1.0560276068595724
Barclays,11,51,0.8338992502326097
Barclays,11,53,0.8753168282137848
Barclays,11,55,0.8202471914890499
Barclays,11,57,0.8190161042724182
Barclays,11,59,0.8522158627398667
Barclays,11,61,0.8107942195587906
Barclays,11,63,0.830832626426192
Barclays,11,65,1.407790742054058
Barclays,11,67,0.86117185973813
Barclays,11,69,3.4800690437988138
Barclays,11,71,0.8177827631773332
Barclays,11,73,0.8144508457972652
Barclays,11,75,0.8209377360616074
Barclays,11,77,1.0250516212625362
Barclays,11,79,0.8581711796547229
Barclays,11,81,0.8291617671781244
Barclays,11,83,0.8308394611911512
Barclays,11,85,0.8284506601198613
Barclays,11,87,0.8379884203847255
Barclays,11,89,0.8448640049219136
Barclays,11,91,0.8604100846434982
Barclays,11,93,0.8557877647858064
Barclays,11,95,0.8627645714555635
Barclays,11,97,0.8693671251432517
Barclays,11,99,0.8330575707374424
Barclays,11,101,0.8817338001149198
Barclays,11,103,0.8170507931088428
Barclays,11,105,0.9970621305879392
Barclays,11,107,1.680763893366943
Barclays,11,109,0.8254572856570185
Barclays,11,111,2.535647280483546
Barclays,11,113,0.8565040551427654
Barclays,11,115,0.8617749997222605
Barclays,11,117,0.8613497526142311
Barclays,11,120,0.8650988490632576
Barclays,12,1,0.7922388320599006
Barclays,12,3,2.1969548847897045
Barclays,12,5,3.2813402469968267
Barclays,12,7,0.8346776343034992
Barclays,12,9,0.9021073567904595
Barclays,12,11,0.8469187969651244
Barclays,12,13,2.93074710184563
Barclays,12,15,1.9726219231757722
Barclays,12,17,0.851109955701792
Barclays,12,19,1.1565006298272102
Barclays,12,21,0.7536044082029425
Barclays,12,23,0.807652484802213
Barclays,12,25,1.7466705357685564
Barclays,12,27,0.9227563776937964
Barclays,12,29,0.8100939047479003
Barclays,12,31,0.8198948868988994
Barclays,12,33,0.8876155942870688
Barclays,12,35,0.8726845227248636
Barclays,12,37,2.7163081955646273
Barclays,12,39,0.9110519217689846
Barclays,12,41,0.960682520570498
Barclays,12,43,0.7866828791496367
Barclays,12,45,0.8929176979481073
Barclays,12,47,0.798566615390753
Barclays,12,49,0.8466902462765885
Barclays,12,51,0.7497217394578543
Barclays,12,53,1.0924520999806278
Barclays,12,55,2.2881268099582
Barclays,12,57,0.8106773865235244
Barclays,12,59,0.920429056616596
Barclays,12,61,0.9020863125629277
Barclays,12,63,0.7942585424467518
Barclays,12,65,0.7573733265769772
Barclays,12,67,1.1526917765904643
Barclays,12,69,0.8958297165407152
Barclays,12,71,0.7132150552522287
Barclays,12,73,0.9890045651797008
Barclays,12,75,0.7932409215219447
Barclays,12,77,0.727357619992004
Barclays,12,79,0.7343251240243975
Barclays,12,81,0.7172113367942141
Barclays,12,83,0.8035596165160794
Barclays,12,85,0.7568045668095785
Barclays,12,87,0.7576751531248758
Barclays,12,89,0.7341837092718655
Barclays,12,91,0.8058714145282776
Barclays,12,93,0.7436818328157745
Barclays,12,95,0.7252235888022223
Barclays,12,97,0.7059560767082023
Barclays,12,99,3.3629346910435536
Barclays,12,101,1.0227901058779574
Barclays,12,103,2.9533699225564995
Barclays,12,105,0.7852427131594995
Barclays,12,107,0.7717105427915837
Barclays,12,109,0.7828535620648857
Barclays,12,111,0.8178969495585914
Barclays,12,113,0.8024724597882358
Barclays,12,115,1.2484982304998165
Barclays,12,117,0.7527227519247787
Barclays,12,120,0.8374466344655668
Barclays,13,1,0.7300030766680173
Barclays,13,3,0.8778253568756097
Barclays,13,5,1.5591904871226285
Barclays,13,7,0.7889867604304881
Barclays,13,9,0.8941584921630752
Barclays,13,11,9.816050377599424
Barclays,13,13,3.6320927098315297
Barclays,13,15,0.8591776678590161
Barclays,13,17,0.9703005821496337
Barclays,13,19,1.0483197607881218
Barclays,13,21,0.8770169867677903
Barclays,13,23,24.207588073647944
Barclays,13,25,0.791442203868649
Barclays,13,27,0.857596815374467
Barclays,13,29,0.8478671760598474
Barclays,13,31,0.922997856056758
Barclays,13,33,15.60163312979232
Barclays,13,35,0.8683574498804713
Barclays,13,37,0.751809257893989
Barclays,13,39,0.7482946106784378
Barclays,13,41,1.2737976098834265
Barclays,13,43,0.8309467162804076
Barclays,13,45,0.7939854049778801
Barclays,13,47,0.8107260711134576
Barclays,13,49,0.8055598241930368
Barclays,13,51,0.8063655126997239
Barclays,13,53,0.8936523437955298
Barclays,13,55,0.7753093608642184
Barclays,13,57,0.9370888731522484
Barclays,13,59,1.161837740610592
Barclays,13,61,0.8490659185500374
Barclays,13,63,3.021803936882149
Barclays,13,65,0.7963556552719671
Barclays,13,67,1.0033940510890869
Barclays,13,69,0.7763453184743981
Barclays,13,71,0.7275257849818525
Barclays,13,73,0.7704875003127952
Barclays,13,75,0.8612075864180639
Barclays,13,77,0.8182403440654941
Barclays,13,79,4.335240621672422
Barclays,13,81,0.7070383701170315
Barclays,13,83,0.832268329172012
Barclays,13,85,0.7244937180631026
Barclays,13,87,0.7128973557963965
Barclays,13,89,0.7403681293435418
Barclays,13,91,0.7239082216419137
Barclays,13,93,0.6789076883875452
Barclays,13,95,0.767750638177648
Barclays,13,97,0.7441007884212216
Barclays,13,99,0.7665843979498238
Barclays,13,101,0.7584735594707747
Barclays,13,103,0.7553599709785733
Barclays,13,105,0.779324244624563
Barclays,13,107,0.6956315451396626
Barclays,13,109,0.7365720756785951
Barclays,13,111,1.0780049965828309
Barclays,13,113,0.757691142791514
Barclays,13,115,0.7652101183804672
Barclays,13,117,0.7085693142648002
Barclays,13,120,0.7295208368549425
Barclays,14,1,0.7547868638454849
Barclays,14,3,0.9855273077163473
