method,k,mean,std,min,max
method_2,127,0.007955256056215883,0.002282831807544138,1.7089339234790644e-05,0.01321011353760726
method_2,129,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,131,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,133,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,135,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,137,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,139,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,141,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,143,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,145,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,147,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,149,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,151,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,153,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,155,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,157,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,159,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,161,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,163,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,165,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,167,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,169,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,171,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,173,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,175,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,177,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,179,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,181,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,183,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,185,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,187,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,189,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,191,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,193,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,195,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,197,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,199,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,201,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,203,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,205,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,207,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,209,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,211,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,213,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,215,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,217,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,219,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,221,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,223,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,225,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,227,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,229,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,231,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
method_2,233,2.5680191174171147e-05,3.394588408977832e-06,1.670103820363092e-05,3.4074403723592615e-05
